name,pos,team,fpts,each_fumble_recovered,each_interception,each_pass_completed_&_each_pass_attempted,each_reception,each_sack,extra_points_made_,fantasy_points,field_goals_made_,interceptions_thrown,passing_yards,points_allowed,receiving_target,receiving_yards,receiving_yards_per_catch,rushing_attempts,rushing_yards,rushing_yards_per_attempt,td_pass,td_reception,td_rush,total_return_td,yards_allowed
Matt Dayes,RB,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bo Scarbrough,RB,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Simmie Cobbs Jr.,WR,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Allen Lazard,WR,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Evan Baylis,TE,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alex McGough,QB,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Donnie Ernsberger,TE,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jonathan Williams,RB,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Vince Mayle,TE,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
C.J. Beathard,QB,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Johnny Mundt,TE,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Khalfani Muhammad,RB,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Isaac Whitney,WR,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
C.J. Prosise,RB,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Darrell Daniels,TE,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tim White,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Danny Etling,QB,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
De'Lance Turner,RB,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Max McCaffrey,WR,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tra Carson,RB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ross Travis,TE,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Moritz Bohringer,TE,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Amara Darboh,WR,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Krishawn Hogan,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Paul Perkins,RB,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Trey Edmunds,RB,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Victor Bolden Jr.,WR,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Braxton Miller,WR,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Matt Flanagan,TE,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Donnel Pumphrey,RB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kenneth Farrow,RB,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Deon Yelder,TE,KC,5.9,,,,4.0,,,5.9,,,,,6.0,40.0,10.7,0.0,0.0,,,0.0,0.0,,
Michael Roberts,TE,GB,5.8,,,,3.0,,,5.8,,,,,5.0,38.0,10.8,0.0,0.0,,,0.0,0.0,,
Devine Ozigbo,RB,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Karan Higdon,RB,HOU,8.8,,,,4.0,,,8.8,,,,,,31.0,,8.0,34.0,4.1,,0.0,0.0,,
Jarrett Stidham,QB,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Terry Godwin,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kerrith Whyte Jr.,RB,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Emanuel Hall,WR,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alize Mack,TE,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Quinton Flowers,RB,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brett Rypien,QB,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Darrel Williams,RB,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tommy Sweeney,TE,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
John Kelly,RB,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Dillon Mitchell,WR,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Easton Stick,QB,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cullen Gillaspia,RB,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chris Warren,RB,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marcus Green,RB,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Josh Adams,RB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Artavis Scott,WR,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rodney Anderson,RB,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Olabisi Johnson,WR,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Caleb Wilson,TE,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Elijah Holyfield,RB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jeff Wilson Jr.,RB,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Duke Williams,WR,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Clayton Thorson,QB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Trace McSorley,QB,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Greg Dortch,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Antoine Wesley,WR,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Taquan Mizzell,"WR, RB",CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kevin White,WR,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Logan Woodside,QB,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
J'Mon Moore,WR,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jester Weah,WR,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tim Boyle,QB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kyle Sloter,QB,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brian Quick,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Raheem Mostert,RB,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Bolden,RB,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Joe Webb III,WR,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Senorise Perry,RB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Garrett Gilbert,QB,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Isaiah Crowell,RB,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Charles Johnson,WR,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marcus Murphy,RB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alex Smith,QB,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Russell Shepard,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tyler Bray,QB,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Zach Zenner,RB,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jordan Matthews,WR,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marken Michel,WR,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chandler Cox,RB,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Wendell Smallwood,RB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chad Kelly,QB,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
David Fales,QB,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ryan Hewitt,TE,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Michael Burton,RB,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Erik Swoope,TE,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Geno Smith,QB,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rashad Ross,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Terrelle Pryor Sr.,WR,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Michael Floyd,WR,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bilal Powell,RB,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Aldrick Robinson,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Taiwan Jones,RB,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Nick Fitzgerald,QB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tyree Jackson,QB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Penny Hart,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ashton Dulin,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tyre Brady,WR,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kelvin McKnight,WR,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ryan Griffin,TE,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Dion Sims,TE,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Derek Anderson,QB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
EJ Manuel,QB,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kerwynn Williams,RB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jermaine Gresham,TE,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Matt Lengel,TE,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
David Williams,RB,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rob Kelley,RB,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brian Parker,TE,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Joe Callahan,QB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Connor Cook,QB,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Leonte Carroo,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mose Frazier,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jaydon Mickens,WR,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kapri Bibbs,RB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Malachi Dupre,WR,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Garrett Grayson,QB,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Aaron Ripkowski,RB,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bucky Hodges,TE,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
James Wright,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alex Ellis,TE,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brad Kaaya,QB,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Roger Lewis,WR,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Stacy Coley,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
DeAngelo Yancey,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Devante Mays,RB,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Wilds,RB,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tre Madden,RB,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
James Williams,RB,KC,6.7,,,,4.0,,,6.7,,,,,,34.0,,3.0,14.0,4.1,,0.0,0.0,,
Bruce Ellington,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Austin Roberts,TE,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Thomas Duarte,TE,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Keith Ford,RB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Russell Hansbrough,RB,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Doug Baldwin,WR,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marcus Lucas,TE,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Landry Jones,QB,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jalin Marshall,WR,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Sammie Coates Jr.,WR,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Anthony Dable,WR,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Michael Clark,WR,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Wendall Williams,WR,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Joe Williams,RB,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chris Blewitt,K,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Greg Joseph,K,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
ArDarius Stewart,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Damore'ea Stringfellow,WR,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ishmael Zamora,WR,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Lucky Whitehead,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Christian Hackenberg,QB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Matt McCrane,K,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Braedon Bowman,TE,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rodney Adams,WR,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cam Sims,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jace Billingsley,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Travis Rudolph,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Khari Lee,TE,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Henry Krieger-Coble,TE,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chris Thompson,WR,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Andrew Franks,K,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Carlos Henderson,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Matt Jones,RB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Shane Smith,RB,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Don Jackson,RB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kelvin Taylor,RB,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marquez Williams,RB,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
LeShun Daniels Jr.,RB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marquez North,WR,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Riley McCarron,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Janarion Grant,WR,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Akrum Wadley,RB,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Roberto Aguayo,K,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tion Green,RB,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Younghoe Koo,K,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Beau Sandland,TE,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jahad Thomas,RB,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bryce Williams,TE,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Freddie Stevenson,RB,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Devon Johnson,RB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Sam Rogers,RB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Demarcus Ayers,WR,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alex Collins,RB,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
A.J. Derby,TE,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Nelson Spruce,WR,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Sam Ficken,K,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Devin Lucien,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Akeem Hunt,RB,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alan Cross,TE,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kasen Williams,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Terron Ward,RB,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rashawn Scott,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Paul Turner,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Terrell Watson,RB,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rashad Greene,WR,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jhurell Pressley,RB,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
David Grinnage,TE,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Glenn Gronkowski,RB,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bryce Treggs,WR,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Keith Marshall,RB,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Daniel Braverman,WR,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Dom Williams,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Malcolm Mitchell,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Austin Traylor,TE,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ed Eagan,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Paul McRoberts,WR,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kolby Listenbee,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bradley Marquez,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Devin Fuller,WR,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jordan Payton,WR,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tanner McEvoy,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Daniel Lasco,RB,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Nick Rose,K,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Devon Cajuste,TE,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Zac Brooks,RB,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kenny Lawler,WR,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Darius Powe,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Hakeem Valles,TE,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Freddie Martino,WR,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Coleman,WR,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
De'Anthony Thomas,WR,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Trevone Boykin,QB,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Charcandrick West,RB,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Doughty,QB,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Orleans Darkwa,RB,FA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Matt Hazel,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jalston Fowler,RB,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kaelin Clay,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jay Prosch,RB,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cairo Santos,K,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jeff Janis,WR,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Branden Oliver,RB,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Fitzgerald Toussaint,RB,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cody Parkey,K,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kasey Redfern,K,DAL,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
Travis Coons,K,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
TJ Jones,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Martavis Bryant,WR,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Corey Grant,RB,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mitch Mathews,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Andre Williams,RB,LAC,,,,,,,,,,,,,,,,,,,,,,,
Michael Campanaro,WR,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Randall Telfer,TE,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jay Ajayi,RB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jordan Leslie,WR,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mack Brown,RB,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bernard Reedy,WR,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Quan Bray,WR,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Algernon Brown,RB,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Keyarris Garrett,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Xavier Rush,WR,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jared Abbrederis,WR,DET,,,,,,,,,,,,,,,,,,,,,,,
Bryce Petty,QB,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Derrick Coleman,RB,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Griff Whalen,WR,OAK,,,,,,,,,,,,,,,,,,,,,,,
Lance Dunbar,RB,LAR,,,,,,,,,,,,,,,,,,,,,,,
Charles Sims,RB,TB,,,,,,,,,,,,,,,,,,,,,,,
Gavin Escobar,TE,MIA,,,,,,,,,,,,,,,,,,,,,,,
Justin Hunter,WR,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Fozzy Whittaker,RB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Eddie Lacy,RB,FA,,,,,,,,,,,,,,,,,,,,,,,
Nick Williams,WR,LAR,,,,,,,,,,,,,,,,,,,,,,,
Christine Michael,RB,IND,,,,,,,,,,,,,,,,,,,,,,,
Ifeanyi Momah,TE,ARI,,,,,,,,,,,,,,,,,,,,,,,
Markus Wheaton,WR,PHI,,,,,,,,,,,,,,,,,,,,,,,
Terrance Williams,WR,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Troy Niklas,TE,NE,,,,,,,,,,,,,,,,,,,,,,,
Rod Streater,WR,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Phillip Supernaw,TE,TEN,,,,,,,,,,,,,,,,,,,,,,,
Tavarres King,WR,MIN,,,,,,,,,,,,,,,,,,,,,,,
Brandon Williams,TE,IND,,,,,,,,,,,,,,,,,,,,,,,
MarQueis Gray,TE,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Caleb Sturgis,K,LAC,,,,,,,,,,,,,,,,,,,,,,,
Travaris Cadet,RB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Bobby Rainey Jr.,RB,BAL,,,,,,,,,,,,,,,,,,,,,,,
Patrick Murray,K,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mike Gillislee,RB,NO,,,,,,,,,,,,,,,,,,,,,,,
Sean McGrath,TE,DET,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Benjamin,WR,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tommy Bohanon,RB,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cobi Hamilton,WR,IND,,,,,,,,,,,,,,,,,,,,,,,
C.J. Fiedorowicz,TE,HOU,,,,,,,,,,,,,,,,,,,,,,,
Brenton Bersin,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Terrance West,RB,NO,,,,,,,,,,,,,,,,,,,,,,,
Austin Seferian-Jenkins,TE,NE,46.7,,,,26.0,,,46.7,,,,,42.0,283.0,10.8,0.0,0.0,,,3.0,0.0,,
Jeremy Hill,RB,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
James Hanna,TE,DAL,,,,,,,,,,,,,,,,,,,,,,,
Julius Thomas,TE,FA,,,,,,,,,,,,,,,,,,,,,,,
Scott Tolzien,QB,FA,,,,,,,,,,,,,,,,,,,,,,,
Michael Hoomanawanui,TE,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brock Osweiler,QB,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Coby Fleener,TE,FA,,,,,,,,,,,,,,,,,,,,,,,
Jeff Cumberland,TE,LAC,,,,,,,,,,,,,,,,,,,,,,,
Chris Ivory,RB,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Robert Turbin,RB,IND,,,,,,,,,,,,,,,,,,,,,,,
Kendall Wright,WR,ARI,,,,,,,,,,,,,,,,,,,,,,,
Arrelious Benn,WR,JAX,,,,,,,,,,,,,,,,,,,,,,,
Eric Decker,WR,FA,,,,,,,,,,,,,,,,,,,,,,,
Jacquizz Rodgers,RB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chris Matthews,WR,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Andre Holmes,WR,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kamar Aiken,WR,PHI,,,,,,,,,,,,,,,,,,,,,,,
DeMarco Murray,RB,FA,,,,,,,,,,,,,,,,,,,,,,,
Kai Forbath,K,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Lance Kendricks,TE,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Weeden,QB,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Shane Vereen,RB,NO,,,,,,,,,,,,,,,,,,,,,,,
Stevan Ridley,RB,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ryan Mallett,QB,FA,,,,,,,,,,,,,,,,,,,,,,,
