Team,First Name,Last Name,Position,Jersey,Overall,Speed,Stength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Age,Years Pro,College,Home State,Hometown,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Block,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finnesse Moves,Block Shedding,Pursuit,Play Recognition,Man Cover,Zone cover,Spectacular Catch,Catch in Traffic,Route Running,Hit Power,Press,Release,Short Throw Accuracy,Medium Throw Accuracy,Deep Throw Accuracy,Playaction,Throw on the Run
Broncos,Sylvester,Williams,DT,92,76,69,85,67,54,25,44,29,19,15,14,45,45,86,72,10,93,76,75,24,0,North Carolina,Missouri,Jefferson City,24,11,21,26,10,10,45,45,45,45,45,74,79,83,65,69,15,24,15,15,15,79,12,15,5,5,5,5,5
Broncos,Mitch,Unrein,DT,96,66,64,85,63,61,25,40,23,21,13,12,45,45,77,60,10,88,77,84,26,3,Wyoming,Colorado,Eaton,10,16,10,10,10,10,45,45,45,45,45,73,53,75,67,64,23,25,15,15,15,66,11,15,5,5,5,5,5
Broncos,Sealver,Siliga,DT,98,65,49,89,56,63,35,40,14,13,17,11,45,45,81,55,10,90,75,84,23,2,Utah,Utah,West Jordan,10,13,10,10,10,10,45,45,45,45,45,72,35,87,66,65,15,14,15,15,15,58,10,15,5,5,5,5,5
Broncos,Jacob,Hester,FB,22,79,83,70,81,72,77,84,30,30,60,40,69,50,50,70,65,93,74,94,28,5,LSU,Louisiana,Schreveport,75,51,80,75,65,50,77,66,67,60,55,20,20,20,47,15,12,15,45,65,72,20,10,60,35,30,20,15,15
Broncos,Rahim,Moore,FS,26,82,84,63,90,75,77,67,24,26,14,15,45,45,77,89,45,95,90,74,23,2,UCLA,California,Los Angeles,30,65,66,35,75,72,45,45,45,45,45,40,55,54,60,74,69,84,78,70,30,83,74,20,15,10,10,15,15
Broncos,Quentin,Jammer,FS,34,79,87,67,85,76,43,65,18,16,12,12,45,45,58,88,60,96,95,68,34,11,Texas,Texas,Angleton,35,40,58,25,75,85,45,45,45,45,45,48,64,49,79,76,75,81,45,40,25,62,90,12,5,5,5,5,5
Broncos,Quinton,Carter,FS,28,72,84,66,78,64,67,65,30,30,20,15,45,45,72,89,40,95,87,89,25,2,Oklahoma,Nevada,Las Vegas,47,45,55,45,65,75,45,45,45,45,45,52,45,62,70,66,47,73,67,55,20,92,65,15,15,10,10,15,15
Broncos,Knowshon,Moreno,HB,27,76,86,67,90,76,76,86,12,15,14,14,44,58,20,95,60,88,84,88,26,4,Georgia,New Jersey,Belford,62,70,83,68,80,87,39,45,50,55,60,10,10,20,37,17,11,26,74,75,69,20,20,70,35,30,20,15,20
Broncos,Montee,Ball,HB,38,75,86,76,86,57,66,96,40,35,20,22,53,57,39,81,35,89,97,92,22,0,Wisconsin,Missouri,Wentzville,87,68,75,86,81,82,57,58,54,61,54,30,30,35,35,30,15,20,61,72,47,55,15,64,40,35,30,25,35
Broncos,Ronnie,Hillman,HB,21,72,91,53,94,52,67,74,25,24,22,19,45,47,31,89,45,79,95,81,21,1,S.D. State,California,Long Beach,55,92,87,55,81,94,45,42,40,47,52,10,10,15,48,23,12,16,48,42,43,12,10,49,35,30,20,15,15
Broncos,Lance,Ball,HB,35,70,85,71,83,69,66,79,11,10,11,10,40,44,44,75,40,85,84,79,28,4,Maryland,New Jersey,Teaneck,83,62,75,81,75,72,40,42,45,40,42,40,30,26,42,25,16,16,55,44,54,20,20,55,35,30,20,15,15
Broncos,Jeremiah,Johnson,HB,37,65,86,65,90,43,69,72,22,22,11,10,28,25,24,78,60,84,82,75,26,4,Oregon,California,Los Angeles,62,82,72,65,87,85,25,25,25,25,26,10,10,24,24,25,13,13,74,67,66,20,20,73,35,30,20,15,15
Broncos,Matt,Prater,K,5,84,62,43,47,79,35,40,45,45,99,86,20,20,20,40,10,75,75,50,29,6,UCF,Ohio,Mayfield Heights,10,12,10,10,10,10,15,15,15,15,15,10,10,10,25,15,10,25,12,10,10,12,10,12,35,30,25,20,20
Broncos,Derek,Wolfe,LE,95,74,68,89,67,71,33,40,20,19,10,10,45,45,84,84,10,91,83,88,23,1,Cincinnati,Ohio,Lisbon,40,20,15,25,10,10,45,45,45,45,45,81,48,83,79,75,22,28,15,10,10,72,15,12,5,5,5,5,5
Broncos,Jeremy,Beal,LE,93,66,65,82,64,57,50,64,14,12,16,11,45,45,85,64,10,95,82,94,25,2,Oklahoma,Texas,Carrollton,10,25,10,10,10,10,45,45,45,45,45,85,38,84,65,74,49,64,25,25,25,80,40,20,5,5,5,5,5
Broncos,Malik,Jackson,LE,97,65,71,78,66,50,35,39,30,30,30,30,45,45,86,78,10,90,83,80,23,1,Tennessee,California,Northridge,55,30,35,45,25,30,45,45,45,45,45,84,48,82,69,49,20,29,15,10,10,72,35,12,5,5,5,5,5
Broncos,Zane,Beadles,LG,68,81,58,84,55,74,25,25,33,25,22,21,86,84,28,17,10,93,80,94,26,3,Utah,Wyoming,Casper,10,18,10,10,10,10,84,80,82,79,78,10,10,19,41,14,16,15,15,15,15,20,10,15,5,5,5,5,5
Broncos,Manny,Ramirez,LG,66,76,54,93,52,74,25,40,21,24,20,24,84,79,35,40,10,90,68,86,30,6,Texas Tech,Texas,Houston,25,12,10,30,10,10,72,90,62,78,54,20,15,30,25,20,13,15,12,10,10,20,10,12,5,5,5,5,5
Broncos,Von,Miller,LOLB,58,97,88,85,86,86,47,65,19,18,21,15,45,45,95,80,10,97,91,88,24,2,Texas A&M,Texas,Dallas,40,35,40,35,45,54,45,45,45,45,45,88,99,90,99,86,62,71,40,20,15,89,60,35,5,5,5,5,5
Broncos,Stewart,Bradley,LOLB,55,72,75,74,76,75,53,65,30,35,15,14,45,45,79,75,10,85,92,80,29,5,Nebraska,Utah,Salt Lake City,10,34,38,52,10,35,45,45,45,45,45,71,57,64,85,78,60,70,25,20,15,75,42,15,5,5,5,5,5
Broncos,Ryan,Clady,LT,78,94,69,89,73,93,40,45,30,30,25,25,83,99,30,50,10,88,93,84,26,5,Boise State,California,Rialto,20,12,10,30,10,10,84,73,81,90,98,10,10,20,28,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Broncos,Chris,Clark,LT,75,64,52,86,52,69,25,35,23,14,17,18,81,74,33,44,10,88,72,71,28,4,Southern Miss,Louisiana,New Orleans,10,20,10,10,10,10,68,85,79,81,68,10,10,23,28,13,12,29,12,10,10,12,10,12,5,5,5,5,5
Broncos,Joe,Mays,MLB,51,79,78,84,74,73,43,50,25,25,20,20,45,45,97,75,5,95,93,87,28,5,North Dakota St.,Illinois,Chicago,25,20,25,35,15,20,45,45,45,45,45,76,61,78,87,73,50,65,15,15,15,95,45,12,5,5,5,5,5
Broncos,Nate,Irving,MLB,56,66,77,76,73,52,64,55,33,40,20,21,45,45,79,70,10,74,86,93,25,2,N.C. State,North Carolina,Wallace,10,46,19,27,45,35,45,45,45,45,45,78,55,84,69,75,50,60,30,25,15,88,60,30,5,5,5,5,5
Broncos,Steven,Johnson,MLB,53,60,75,66,69,59,52,55,25,25,20,20,45,45,75,88,10,85,87,84,25,1,Kansas,Pennsylvania,Wallingford,40,20,35,35,15,20,45,45,45,45,45,64,49,66,81,69,57,66,15,15,15,74,45,12,5,5,5,5,5
Broncos,Britton,Colquitt,P,4,81,63,35,60,73,22,47,42,42,94,92,16,15,25,40,11,92,88,55,28,4,Tennessee,Tennessee,Knoxville,12,15,10,10,10,10,10,10,10,10,10,10,10,10,10,22,10,23,12,14,11,12,11,12,28,27,25,25,20
Broncos,Peyton,Manning,QB,18,97,60,63,52,99,26,63,89,95,23,24,27,25,28,49,10,87,99,90,37,15,Tennessee,Louisiana,New Orleans,20,20,50,25,35,55,27,27,27,25,25,10,10,28,33,17,12,22,15,15,15,12,10,15,95,91,89,97,75
Broncos,Brock,Osweiler,QB,17,73,69,68,77,52,25,58,96,79,26,15,22,21,23,81,10,96,88,87,22,1,Arizona St.,Montana,Kalispell,40,20,54,45,44,45,21,21,21,19,20,10,10,23,19,15,10,15,39,27,10,15,10,15,81,78,80,55,75
Broncos,Zac,Dysert,QB,2,68,73,64,73,50,54,67,89,81,20,21,14,14,25,67,10,90,93,76,23,0,Miami Univ.,Ohio,Ada,35,30,75,45,44,53,14,14,14,14,14,10,10,24,35,25,21,21,24,25,15,12,10,15,85,80,73,40,83
Broncos,Robert,Ayers,RE,91,81,78,81,75,78,42,40,36,19,37,16,45,45,72,59,10,92,85,80,27,4,Tennessee,South Carolina,Clio,10,55,10,10,35,10,45,45,45,45,45,88,69,73,85,75,44,55,20,15,15,78,24,25,5,5,5,5,5
Broncos,Shaun,Phillips,RE,90,79,81,79,73,77,56,65,12,14,16,17,45,45,69,64,10,88,84,84,32,9,Purdue,New Jersey,Willingboro,10,37,17,18,25,25,45,45,45,45,45,86,65,69,82,80,48,62,30,20,20,85,65,12,5,5,5,5,5
Broncos,Quanterus,Smith,RE,69,68,78,66,84,45,50,55,20,20,20,20,45,45,73,80,10,85,83,75,23,0,W. Kentucky,Georgia,Decatur,35,34,39,45,40,35,45,45,45,45,45,88,72,67,87,51,55,60,25,20,15,85,50,35,5,5,5,5,5
Broncos,Louis,Vasquez,RG,65,89,47,96,51,87,30,40,23,40,22,17,80,97,31,30,14,95,85,98,26,4,Texas Tech,Texas,Corsicana,10,35,10,10,10,10,76,91,78,93,81,10,10,31,35,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Broncos,Chris,Kuper,RG,73,81,64,84,67,83,15,40,35,30,21,25,76,84,35,49,10,82,90,84,30,7,North Dakota,Alaska,Anchorage,10,18,10,10,10,10,76,74,80,85,93,10,10,35,23,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Broncos,Wesley,Woodyard,ROLB,52,80,85,68,83,78,64,70,25,25,20,20,45,45,90,86,0,95,93,86,27,5,Kentucky,Georgia,LaGrange,25,21,25,35,15,30,45,45,45,45,45,49,68,68,94,79,76,83,15,15,15,83,50,12,5,5,5,5,5
Broncos,Danny,Trevathan,ROLB,59,68,79,67,74,56,50,45,20,25,37,30,45,45,83,82,10,94,86,85,23,1,Kentucky,Florida,Leesburg,28,14,28,40,24,40,45,45,45,45,45,73,55,67,76,73,62,74,20,15,15,75,40,35,5,5,5,5,5
Broncos,Orlando,Franklin,RT,74,86,61,92,54,78,26,40,17,19,15,22,83,95,45,55,10,87,78,91,26,2,Miami,Florida,Miami,22,20,12,15,10,10,84,85,80,94,92,10,10,35,35,10,12,12,20,20,20,20,10,25,5,5,5,5,5
Broncos,Vinston,Painter,RT,70,64,71,85,69,45,25,35,22,20,15,15,76,76,45,70,10,85,77,82,23,0,Virginia Tech,Virginia,Norfolk,20,15,10,10,10,10,74,84,77,76,70,50,40,40,35,30,10,12,12,10,10,39,10,12,5,5,5,5,5
Broncos,Mike,Adams,SS,20,78,87,62,84,76,54,65,23,21,15,15,45,45,70,82,50,90,85,70,32,9,Delaware,New Jersey,Paterson,44,35,35,17,62,40,45,45,45,45,45,20,28,50,75,74,70,74,20,20,15,64,70,20,15,10,10,15,15
Broncos,David,Bruton,SS,30,71,88,64,78,65,62,60,24,25,26,19,45,45,69,85,35,90,91,85,26,4,Notre Dame,Ohio,Miamisburg,49,40,48,60,60,62,45,45,45,45,45,50,49,76,83,60,55,69,40,36,20,65,85,25,5,5,5,5,5
Broncos,Duke,Ihenacho,SS,33,61,87,69,88,43,61,65,24,22,15,19,45,45,64,90,58,92,86,78,24,1,San Jose St.,California,San Mateo,48,45,52,45,60,61,45,45,45,45,45,62,54,64,65,48,58,69,57,60,25,85,65,20,15,10,10,15,15
Broncos,Joel,Dreessen,TE,81,83,78,74,75,81,86,66,11,15,17,18,75,57,35,73,5,87,86,86,31,7,Colorado St.,Iowa,Ida Grove,63,22,64,45,60,62,77,67,65,49,55,10,10,45,55,14,12,25,71,82,79,15,15,65,5,5,5,5,5
Broncos,Jacob,Tamme,TE,84,80,82,62,82,78,84,78,30,30,25,25,62,51,40,73,30,93,86,82,28,5,Kentucky,Kentucky,Danville,68,47,75,68,78,74,57,54,55,51,50,30,20,40,40,15,12,15,83,82,77,20,10,75,20,15,10,10,10
Broncos,Virgil,Green,TE,85,71,81,64,84,56,76,68,24,21,19,12,66,47,40,83,7,92,84,65,25,2,Nevada,California,Tulare,66,79,75,61,76,78,60,47,49,45,47,10,10,48,49,13,11,16,77,76,62,25,25,59,15,10,5,5,10
Broncos,Julius,Thomas,TE,80,65,83,68,88,41,79,65,25,25,19,19,60,45,35,91,10,90,76,75,25,2,Portland St.,California,Stockton,64,77,60,67,74,76,61,55,56,52,55,10,10,47,25,21,10,24,81,77,43,12,10,75,15,10,5,5,10
Broncos,Aaron,Brewer,TE,46,39,70,68,65,55,53,50,14,15,13,13,76,67,55,73,10,92,84,69,23,1,S.D. State,California,Fullerton,50,35,39,55,40,35,68,67,63,69,66,50,35,58,60,35,30,35,12,10,45,52,25,12,5,5,5,5,5
Broncos,Wes,Welker,WR,83,93,85,55,96,98,96,73,27,30,73,69,65,17,27,74,75,93,98,99,32,9,Texas Tech,Oklahoma,Oklahoma City,67,95,94,65,92,90,35,35,35,17,17,10,10,45,45,19,11,16,87,98,96,15,15,72,15,10,5,5,10
Broncos,Demaryius,Thomas,WR,88,90,96,77,92,84,92,63,35,33,14,22,72,45,22,95,60,78,90,93,25,3,Georgia Tech,Georgia,Montrose,74,65,80,90,80,85,65,71,52,45,35,10,10,45,47,17,11,22,93,89,83,15,15,95,15,10,5,5,10
Broncos,Eric,Decker,WR,87,87,87,72,87,88,88,74,36,36,25,25,50,40,35,82,77,85,93,93,26,3,Minnesota,Minnesota,Cold Spring,67,75,81,65,88,77,35,45,35,40,35,15,15,45,39,15,15,20,81,95,91,12,10,88,15,10,5,5,10
Broncos,Andre,Caldwell,WR,12,74,92,53,90,72,75,71,70,65,30,30,39,30,25,90,80,65,82,65,28,5,Florida,Florida,Tampa,44,87,80,40,88,84,30,35,35,35,40,10,10,44,30,20,11,25,74,78,72,12,18,70,15,10,5,5,10
Broncos,Trindon,Holliday,WR,11,67,98,34,95,69,70,67,15,16,19,12,33,20,15,88,97,78,75,40,27,3,LSU,Louisiana,Baton Rouge,35,95,94,24,88,95,22,22,21,20,20,10,10,35,29,25,11,20,71,63,64,12,10,40,35,30,20,15,15
Broncos,Tavarres,King,WR,15,65,92,42,96,52,73,69,35,35,30,30,50,45,25,89,60,87,92,72,23,0,Georgia,Georgia,Mount Airy,36,88,71,35,84,77,49,49,54,44,45,10,10,37,35,20,13,25,77,80,54,12,18,58,25,20,15,10,15
Broncos,Gerell,Robinson,WR,10,62,84,65,82,45,78,70,57,44,17,12,59,47,32,87,32,87,86,88,23,1,Arizona St.,Indiana,Gary,73,59,67,66,70,66,54,53,51,50,45,10,10,56,39,24,11,22,72,79,57,12,10,77,50,46,40,25,62
Broncos,Greg,Orton,WR,89,61,84,64,85,60,72,72,25,25,25,22,51,42,39,89,66,90,82,72,26,2,Purdue,Ohio,Dayton,60,54,58,57,67,72,45,46,42,28,29,10,10,45,61,22,18,18,78,66,59,15,74,73,15,10,5,5,10
Browns,Alex,Mack,C,55,91,66,91,62,83,29,55,17,30,19,16,94,87,26,20,10,97,90,88,27,4,California,California,Santa Barbara,50,15,55,52,25,25,92,90,86,94,88,10,10,26,32,21,7,12,15,15,15,20,10,15,5,5,5,5,5
Browns,Braxston,Cave,C,68,64,53,88,51,63,30,55,17,15,19,19,73,77,29,45,10,79,84,85,24,0,Notre Dame,Indiana,Granger,40,14,45,22,25,25,74,77,72,86,75,10,10,32,35,21,10,15,15,15,15,20,10,15,5,5,5,5,5
Browns,Christian,Yount,C,57,57,65,69,71,62,58,60,14,10,13,13,72,65,64,67,10,95,75,84,25,2,UCLA,California,San Pedro,27,28,25,35,25,30,76,69,65,67,64,10,10,45,44,40,25,24,45,50,40,55,15,12,5,5,5,5,5
Browns,Joe,Haden,CB,23,91,91,60,97,83,74,60,35,32,10,11,45,45,58,94,25,95,98,89,24,3,Florida,Maryland,Fort Washington,35,87,83,15,82,89,45,45,45,45,45,55,48,47,86,85,95,89,60,45,20,72,84,25,5,5,5,5,5
Browns,Buster,Skrine,CB,22,74,96,46,92,68,61,58,10,10,15,16,45,45,49,86,75,85,90,69,24,2,Tenn-Chat,Georgia,Woodstock,10,82,70,25,75,81,45,45,45,45,45,29,35,34,57,66,78,82,49,45,22,41,54,20,5,5,5,5,5
Browns,Christopher,Owens,CB,21,73,88,50,84,70,64,56,17,21,21,24,45,45,70,84,46,93,87,87,26,4,San Jose St.,California,Los Angeles,10,71,45,10,60,72,45,45,45,45,45,22,24,54,84,67,82,76,30,33,25,35,51,15,5,5,5,5,5
Browns,Leon,McFadden,CB,29,71,88,47,93,54,66,63,40,40,25,25,45,45,49,85,60,90,92,72,22,0,S.D. State,California,Bellflower,25,70,65,35,68,72,45,45,45,45,45,35,39,35,61,71,86,80,45,44,33,33,49,35,5,5,5,5,5
Browns,Trevin,Wade,CB,26,65,86,63,93,46,57,68,40,40,25,25,45,45,53,85,64,87,94,54,24,1,Arizona,Texas,Austin,25,64,60,32,69,72,45,45,45,45,45,25,35,34,64,69,77,74,32,35,32,44,49,35,5,5,5,5,5
Browns,Prince,Miller,CB,31,59,90,44,91,49,62,55,28,22,20,25,45,45,45,88,60,87,86,67,25,3,Georgia,South Carolina,Duncan,22,75,72,22,70,81,45,45,45,45,45,22,21,37,55,49,70,66,45,26,22,40,53,20,5,5,5,5,5
Browns,Phil,Taylor,DT,98,83,62,93,65,75,22,40,25,18,23,17,45,45,86,64,10,84,76,65,25,2,Baylor,Maryland,Clinton,25,14,11,10,10,10,45,45,45,45,45,85,54,95,85,73,17,19,15,15,15,85,10,15,5,5,5,5,5
Browns,Ishmaa'ily,Kitchen,DT,67,67,53,92,52,63,35,40,25,25,20,20,45,45,80,80,10,83,65,75,25,1,Kent State,Ohio,Youngstown,35,10,15,35,10,10,45,45,45,45,45,76,40,82,68,54,15,20,15,15,15,73,15,15,5,5,5,5,5
Browns,Nicolas,Jean-Baptiste,DT,63,58,55,81,52,52,22,40,20,16,24,16,45,45,84,65,10,90,63,86,24,1,Baylor,Virginia,Fairfax,25,15,10,10,10,10,45,45,45,45,45,76,37,80,63,50,16,17,15,15,15,54,14,15,5,5,5,5,5
Browns,Owen,Marecic,FB,48,75,73,76,69,72,48,73,40,29,18,35,75,62,74,65,10,94,97,92,24,2,Stanford,California,Agoura Hills,78,25,68,75,55,60,78,71,65,65,54,66,40,77,75,49,35,45,35,30,30,80,55,20,5,5,5,5,5
Browns,Brad,Smelley,FB,47,73,73,75,71,61,77,80,30,30,25,25,76,51,52,74,20,92,86,91,24,1,Alabama,Alabama,Mobile,77,38,66,74,65,60,83,63,58,52,51,15,15,50,59,20,12,15,65,75,64,54,10,62,5,5,5,5,5
Browns,Dan,Gronkowski,FB,87,64,72,69,67,63,70,65,20,34,24,22,70,55,40,62,10,95,78,88,27,3,Maryland,New York,Amherst,73,40,50,60,48,49,76,59,62,52,57,10,10,44,33,15,12,13,64,75,63,20,10,49,15,10,5,5,10
Browns,Tashaun,Gipson,FS,39,71,84,74,87,64,65,66,21,22,20,19,45,45,72,84,65,93,88,81,23,1,Wyoming,Texas,Dallas,54,50,61,44,55,60,45,45,45,45,45,48,63,64,73,53,68,72,45,44,15,70,76,25,5,5,5,5,5
Browns,Johnson,Bademosi,FS,37,67,91,63,88,55,61,71,42,41,38,29,45,45,63,95,55,93,85,84,23,1,Stanford,Maryland,Silver Spring,61,57,51,45,67,65,45,45,45,45,45,59,51,55,64,44,68,76,35,33,25,65,68,42,15,10,10,15,15
Browns,Trent,Richardson,HB,33,87,90,85,90,70,68,91,39,35,25,22,54,66,42,90,75,95,88,94,22,1,Alabama,Florida,Pensacola,95,77,93,88,92,88,60,60,55,70,60,10,10,35,54,15,15,25,64,70,55,35,20,50,15,15,15,10,10
Browns,Montario,Hardesty,HB,20,72,84,72,82,64,50,85,30,30,25,25,50,55,35,75,45,65,86,84,26,3,Tennessee,North Carolina,New Bern,84,60,86,76,79,82,49,55,52,57,55,10,10,11,40,20,15,20,65,67,59,20,20,65,35,30,20,15,15
Browns,Brandon,Jackson,HB,29,71,88,63,90,75,75,74,30,35,22,24,50,35,35,84,35,79,68,68,27,6,Nebraska,Mississippi,Horn Lake,52,82,77,45,83,87,50,40,45,45,55,20,20,35,45,20,12,12,35,30,45,20,10,54,35,30,20,15,15
Browns,Dion,Lewis,HB,28,71,85,59,93,63,67,72,11,14,14,11,35,32,29,75,35,95,89,85,22,2,Pittsburgh,New York,Albany,59,85,78,76,93,83,35,30,30,33,29,10,10,20,44,28,11,20,52,56,37,12,10,55,35,30,20,15,15
Browns,Chris,Ogbonnaya,HB,25,70,85,74,83,72,76,76,30,25,20,20,48,54,49,67,55,85,65,87,27,4,Texas,Texas,Missouri City,80,59,76,82,72,77,55,55,54,58,54,10,10,32,50,21,15,15,65,62,75,12,10,55,35,30,20,15,15
Browns,Miguel,Maysonet,HB,35,64,87,69,91,37,59,77,35,34,25,25,44,45,29,81,65,94,88,85,23,0,Stony Brook,New York,Riverhead,80,70,74,67,74,85,40,40,45,44,46,10,10,15,25,20,15,21,52,55,42,39,20,52,40,35,25,15,18
Browns,Shayne,Graham,K,7,83,62,32,58,84,25,40,24,19,86,90,18,18,15,29,10,80,78,60,35,12,Virginia Tech,Virginia,Dublin,10,26,10,10,10,10,18,18,18,18,18,10,10,15,20,13,12,26,12,10,10,12,10,12,35,30,25,20,20
Browns,Ahtyba,Rubin,LE,71,84,59,95,57,90,46,40,26,26,25,25,45,45,94,62,10,93,87,90,27,5,Iowa State,Florida,Pensacola,20,12,15,35,10,10,45,45,45,45,45,85,49,92,81,85,15,20,15,15,15,74,15,15,5,5,5,5,5
Browns,Billy,Winn,LE,90,75,73,77,71,66,50,40,10,8,24,21,45,45,84,74,10,87,71,87,24,1,Boise State,Nevada,Las Vegas,25,11,10,10,10,17,45,45,45,45,45,54,82,83,77,66,13,28,12,10,10,66,10,12,5,5,5,5,5
Browns,Hall,Davis,LE,91,64,74,77,78,51,55,65,45,40,32,32,45,45,72,87,10,88,72,70,26,3,UL Lafayette,Louisiana,Port Allen,42,24,55,40,25,35,45,45,45,45,45,70,65,76,75,45,20,30,15,11,9,70,35,12,5,5,5,5,5
Browns,Brian,Sanford,LE,70,64,68,79,65,67,35,40,22,21,20,20,45,45,78,67,10,90,74,74,25,3,Temple,Connecticut,Hartford,25,12,24,35,15,15,45,45,45,45,45,76,54,72,76,39,15,20,15,15,15,72,15,15,5,5,5,5,5
Browns,John,Greco,LG,77,77,62,83,60,72,45,45,30,30,25,25,90,74,30,50,10,94,78,90,28,5,Toledo,Ohio,Youngstown,20,12,10,30,10,10,77,84,78,79,72,10,10,20,28,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Browns,Jason,Pinkston,LG,62,74,54,90,65,68,12,13,10,12,11,15,82,76,35,57,10,78,75,61,25,2,Pittsburgh,Pennsylvania,Pittsburgh,24,19,10,10,10,10,75,85,73,83,67,30,30,25,29,26,12,9,15,15,15,20,10,15,5,5,5,5,5
Browns,Paul,Kruger,LOLB,99,87,78,84,75,86,64,45,32,20,24,15,45,45,84,62,10,94,85,95,27,4,Utah,Utah,Orem,45,49,50,77,57,62,45,45,45,45,45,82,96,81,87,79,53,62,35,35,35,85,50,55,5,5,5,5,5
Browns,Quentin,Groves,LOLB,54,76,83,73,79,70,45,52,35,32,30,30,45,45,76,84,10,92,82,86,29,4,Auburn,Mississippi,Greenville,50,37,45,54,40,50,45,45,45,45,45,68,88,68,86,67,70,74,15,10,10,80,45,12,5,5,5,5,5
Browns,James-Michael,Johnson,LOLB,50,67,81,72,85,60,45,65,13,35,20,11,45,45,79,89,10,95,88,80,24,1,Nevada,California,Vallejo,25,10,20,29,35,56,45,45,45,45,45,55,70,75,81,64,57,72,40,25,20,85,60,15,5,5,5,5,5
Browns,Joe,Thomas,LT,73,97,72,94,74,90,40,50,16,25,21,23,88,99,45,75,10,98,96,96,28,6,Wisconsin,Wisconsin,Brookfield,10,25,10,10,10,10,97,91,93,97,98,40,30,40,55,30,12,12,25,30,25,35,10,35,5,5,5,5,5
Browns,Oniel,Cousins,LT,75,66,64,88,62,72,45,45,30,30,25,25,80,72,30,50,10,93,74,82,29,5,UTEP,California,Fullerton,20,12,10,30,10,10,76,85,76,79,63,10,10,20,27,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Browns,Chris,Faulk,LT,70,60,61,83,64,47,35,39,25,24,12,11,76,80,38,73,10,67,75,78,23,0,LSU,Louisiana,Slidell,25,10,10,10,10,10,65,80,68,85,74,10,10,35,20,10,10,15,15,15,15,25,10,15,5,5,5,5,5
Browns,D'Qwell,Jackson,MLB,52,87,77,82,82,88,60,59,26,40,17,19,45,45,89,74,13,80,97,85,29,7,Maryland,Florida,Largo,40,35,37,10,51,55,45,45,45,45,45,77,62,81,94,91,74,82,15,15,10,85,50,20,5,5,5,5,5
Browns,Craig,Robertson,MLB,53,73,78,68,82,74,69,55,30,30,20,20,45,45,86,72,10,87,86,85,25,2,North Texas,Texas,Stafford,44,32,27,40,30,40,45,45,45,45,45,71,52,73,84,73,65,76,25,15,15,78,55,15,5,5,5,5,5
Browns,Tank,Carder,MLB,94,66,82,66,80,66,67,55,20,19,14,17,45,45,83,87,10,85,95,97,24,1,TCU,Texas,Sweeny,27,11,42,35,33,32,45,45,45,45,45,64,48,68,89,66,50,72,48,44,20,77,52,25,5,5,5,5,5
Browns,L.J.,Fort,MLB,58,66,80,74,76,61,64,65,13,35,20,11,45,45,84,88,10,92,83,75,23,1,Northern Iowa,Missouri,Waynesville,25,10,29,29,35,56,45,45,45,45,45,67,55,67,79,71,69,73,40,40,20,77,60,15,5,5,5,5,5
Browns,Adrian,Moten,MLB,56,55,82,65,85,59,45,62,26,28,26,26,45,45,74,75,5,90,85,91,25,2,Maryland,Maryland,Suitland,20,20,15,15,10,15,45,45,45,45,45,70,52,60,78,46,65,73,25,15,15,66,53,20,5,5,5,5,5
Browns,Spencer,Lanning,P,5,69,66,45,65,67,25,45,50,45,95,84,30,23,35,65,10,90,85,70,25,1,South Carolina,South Carolina,Rock Hill,10,25,35,10,30,35,30,30,30,23,23,10,10,25,30,26,19,15,12,10,10,25,10,12,30,30,25,20,20
Browns,T.J.,Conley,P,2,67,64,55,62,64,20,45,50,44,92,86,30,23,32,50,10,92,80,65,28,3,Idaho,Washington,Walla Walla,10,34,45,10,40,53,30,30,30,23,23,10,10,23,23,26,19,15,12,10,10,25,10,12,30,30,25,20,20
Browns,Brandon,Weeden,QB,3,76,64,53,71,66,40,65,92,78,15,22,14,15,14,70,10,89,95,87,29,1,Oklahoma St.,Oklahoma,Oklahoma City,21,20,40,22,45,50,14,14,14,13,13,10,10,15,25,12,13,13,15,15,10,10,10,15,86,74,77,63,75
Browns,Jason,Campbell,QB,17,75,72,59,70,68,37,60,90,73,26,21,11,11,27,67,10,92,90,90,31,8,Auburn,Mississippi,Taylorsville,42,30,60,56,60,63,11,11,11,11,11,10,10,27,40,14,14,17,25,15,20,12,10,20,80,72,73,72,75
Browns,Brian,Hoyer,QB,6,71,65,60,66,70,25,60,84,76,15,18,18,12,19,69,10,90,88,70,27,3,Michigan St.,Ohio,North Olmsted,23,40,65,20,55,66,18,18,18,12,12,10,10,19,12,25,13,19,15,15,15,12,10,15,78,73,71,62,76
