Team,First Name,Last Name,Position,Jersey,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Block,Power Move,Finessee Move,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Medium,Throw Accuracy Deep,Play Action,Throw On The Run
Browns,John,Greco,LG,77,79,62,76,83,60,77,45,45,30,25,25,87,78,30,50,10,94,78,90,20,12,10,30,10,10,77,10,10,20,28,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Browns,Paul,McQuistan,LG,74,74,46,62,89,46,80,15,40,25,16,14,80,78,33,26,10,95,78,95,10,18,10,10,10,10,69,10,10,33,20,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Browns,Garrett,Gilkey,LG,65,65,52,68,87,54,50,40,40,30,25,25,75,78,32,75,10,76,75,69,20,12,10,30,10,10,76,10,10,20,20,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Browns,Paul,Kruger,LOLB,99,85,78,84,84,74,86,64,45,32,24,15,45,45,83,62,10,94,85,95,45,49,50,77,57,62,45,79,84,76,84,83,56,66,35,35,35,85,50,55,5,5,5,5,5
Browns,Eric,Martin,LOLB,52,67,84,77,71,79,60,43,59,24,15,17,45,45,78,75,10,91,79,80,55,43,44,29,39,46,45,70,82,67,74,57,55,60,35,45,10,84,10,12,5,5,5,5,5
Browns,Brandon,Magee,LOLB,49,63,83,78,63,81,54,55,60,20,27,23,45,45,79,78,10,90,84,75,55,35,31,33,25,24,45,51,61,63,82,64,72,70,35,33,15,72,60,25,5,5,5,5,5
Browns,Joe,Thomas,LT,73,98,72,82,94,74,93,40,50,16,21,23,89,99,45,75,10,98,96,96,10,25,10,10,10,10,97,40,30,40,55,30,12,12,25,30,25,35,10,35,5,5,5,5,5
Browns,Reid,Fragel,LT,78,66,63,72,91,64,57,60,65,30,25,25,83,76,35,78,10,90,84,86,24,12,10,15,10,10,86,10,10,15,27,25,15,12,55,64,42,25,10,45,5,5,5,5,5
Browns,Chris,Faulk,LT,70,61,61,69,83,64,52,35,39,25,12,11,76,80,38,73,10,73,75,78,25,10,10,10,10,10,65,10,10,35,20,10,10,15,15,15,15,25,10,15,5,5,5,5,5
Browns,Karlos,Dansby,MLB,56,88,79,83,83,76,94,65,65,12,14,9,45,45,94,67,10,90,89,87,40,15,55,63,55,67,45,74,60,78,90,93,67,81,20,15,10,85,55,15,5,5,5,5,5
Browns,Craig,Robertson,MLB,53,73,84,87,68,82,75,69,55,30,20,20,45,45,79,72,10,87,86,85,44,32,27,40,30,40,45,71,53,74,88,75,65,73,25,15,15,78,55,15,5,5,5,5,5
Browns,Zac,Diles,MLB,96,68,75,85,74,74,73,48,60,20,20,20,45,45,81,80,10,92,70,81,25,37,10,25,20,45,45,65,70,71,87,68,50,61,25,20,15,72,50,20,5,5,5,5,5
Browns,Tank,Carder,MLB,59,66,82,77,66,80,66,67,55,20,14,17,45,45,83,87,10,84,95,97,27,11,42,35,33,32,45,64,48,68,89,66,50,72,48,44,20,77,52,25,5,5,5,5,5
Browns,Chris,Kirksey,MLB,58,64,85,89,63,86,54,70,57,30,20,20,45,45,83,88,10,92,88,69,50,30,35,37,30,28,45,54,50,66,84,69,73,75,55,61,10,68,66,20,5,5,5,5,5
Browns,Darius,Eubanks,MLB,50,59,88,84,73,83,55,66,64,30,20,22,45,45,69,86,10,88,84,75,54,31,47,52,41,47,45,52,65,67,77,60,64,75,55,50,15,76,60,15,5,5,5,5,5
Browns,Spencer,Lanning,P,5,62,66,71,45,65,69,25,45,50,87,82,30,23,35,65,10,90,85,70,10,25,35,10,30,35,30,10,10,25,30,26,19,15,12,10,10,25,10,12,30,30,25,20,20
Browns,Brian,Hoyer,QB,6,79,65,69,60,66,73,25,60,86,15,18,18,12,19,69,10,86,88,70,23,40,65,20,55,66,18,10,10,19,12,25,13,19,15,15,15,12,10,15,82,77,78,85,76
Browns,Johnny,Manziel,QB,2,77,82,91,54,93,58,65,60,90,24,26,30,10,24,80,10,87,97,92,39,83,95,55,87,93,25,10,10,16,35,35,15,14,60,54,35,12,10,35,87,75,82,59,91
Browns,Tyler,Thigpen,QB,4,69,75,77,60,74,62,30,75,82,20,20,15,10,20,70,10,90,90,78,35,59,80,40,65,75,10,10,10,10,24,15,15,20,15,15,15,12,10,15,77,74,66,63,85
Browns,Connor,Shaw,QB,9,66,82,86,51,85,49,46,69,81,25,20,25,26,36,84,10,83,94,86,42,71,78,45,74,78,19,10,10,30,39,28,12,12,22,20,15,12,10,17,72,78,66,74,80
Browns,Desmond,Bryant,RE,92,81,66,78,87,65,81,36,35,19,27,24,45,45,87,65,10,85,77,75,10,12,10,10,10,10,45,80,63,86,85,79,25,41,12,10,10,83,10,12,5,5,5,5,5
Browns,John,Hughes,RE,93,77,63,69,84,64,74,25,40,25,20,20,45,45,86,81,10,91,75,74,29,12,15,35,10,10,45,70,82,87,82,69,15,31,15,15,15,66,15,15,5,5,5,5,5
Browns,Joel,Bitonio,RG,75,76,71,87,83,74,50,28,40,16,24,21,87,82,21,79,10,92,88,91,28,15,10,10,10,10,84,10,10,10,19,28,12,20,15,15,15,25,10,15,5,5,5,5,5
Browns,Jason,Pinkston,RG,62,76,54,70,90,65,69,12,13,10,11,15,82,79,35,57,10,78,75,61,24,19,10,10,10,10,75,30,30,25,29,26,12,9,15,15,15,20,10,15,5,5,5,5,5
Browns,Jabaal,Sheard,ROLB,97,83,81,87,76,74,79,35,35,20,20,15,45,45,87,81,5,89,85,97,30,12,10,10,10,10,45,76,90,82,89,76,60,65,22,20,10,73,10,12,5,5,5,5,5
Browns,Barkevious,Mingo,ROLB,51,76,87,94,65,87,64,50,55,25,19,14,45,45,80,91,10,90,95,72,55,60,48,49,70,45,45,77,89,75,86,65,59,65,40,35,15,78,65,25,5,5,5,5,5
Browns,Mitchell,Schwartz,RT,72,78,60,75,85,63,78,27,40,11,15,12,76,87,35,73,10,84,88,91,10,21,10,10,10,10,80,10,10,25,30,28,12,13,15,15,15,20,10,15,5,5,5,5,5
Browns,Martin,Wallace,RT,64,63,48,74,83,50,52,40,40,30,25,25,80,72,35,75,10,90,76,87,20,12,10,30,10,10,65,10,10,20,29,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Browns,Keavon,Milton,RT,63,60,72,79,67,79,46,72,70,25,35,31,74,73,57,76,10,92,81,67,73,59,68,71,66,65,75,65,52,55,70,39,25,35,71,75,60,62,10,78,15,10,5,5,10
Browns,Donte,Whitner,SS,31,89,88,84,69,87,79,55,63,21,17,19,45,45,83,91,35,93,92,84,46,55,54,34,60,75,45,55,66,72,84,75,67,81,30,30,15,89,42,25,5,5,5,5,5
Browns,Jordan,Poyer,SS,33,69,89,87,64,85,50,72,65,30,25,25,45,45,60,79,65,92,93,84,25,45,60,15,65,66,45,40,44,48,73,74,72,81,65,45,35,50,69,15,5,5,5,5,5
Browns,Josh,Aubrey,SS,37,68,91,85,70,83,46,65,55,25,15,11,45,45,71,89,64,95,91,82,44,52,49,35,60,65,45,50,65,61,72,60,76,72,60,45,20,64,72,35,5,5,5,5,5
Browns,Jordan,Cameron,TE,84,88,84,88,70,88,77,90,71,35,22,21,65,55,35,93,10,90,85,72,66,74,75,65,73,80,66,30,25,40,22,20,17,15,92,83,78,25,25,82,30,25,20,10,20
Browns,Gary,Barnidge,TE,82,75,79,81,73,74,74,73,70,30,30,30,72,55,45,80,30,76,74,72,60,25,50,65,40,55,66,25,25,40,59,15,12,15,75,81,72,20,10,65,15,10,5,5,10
Browns,Jim,Dray,TE,81,71,72,75,70,74,76,70,65,17,30,29,75,62,33,69,10,87,84,77,62,35,55,66,70,65,77,10,10,10,34,30,10,23,63,66,57,25,35,66,5,5,5,5,5
Browns,MarQueis,Gray,TE,47,64,81,89,61,84,52,68,74,85,25,15,62,52,47,77,55,91,82,74,61,76,84,60,74,83,60,10,10,44,55,35,18,30,67,74,45,27,20,72,56,52,50,35,50
Browns,Josh,Gordon,WR,12,93,92,91,69,93,84,95,74,39,32,31,47,44,44,90,50,90,88,82,64,84,88,74,82,88,55,10,10,45,45,20,18,20,94,95,92,15,45,93,15,10,5,5,10
Browns,Miles,Austin,WR,19,77,88,87,61,86,84,83,67,21,20,22,61,21,15,89,60,85,97,72,57,78,85,60,82,84,40,10,10,35,35,26,15,26,82,77,78,12,10,65,15,10,5,5,10
Browns,Nate,Burleson,WR,13,77,91,89,51,90,82,83,73,10,16,25,43,25,10,90,75,74,89,80,40,91,87,35,86,92,35,10,10,39,37,22,12,22,81,66,80,15,15,60,15,10,5,5,10
Browns,Andrew,Hawkins,WR,16,77,94,96,41,97,78,82,66,40,28,24,50,27,24,91,82,88,85,64,36,93,87,30,87,97,25,10,10,35,24,27,19,22,81,73,80,15,15,49,39,38,37,25,33
Browns,Travis,Benjamin,WR,11,69,97,95,37,94,66,74,60,30,20,15,45,26,20,90,84,82,92,62,28,84,82,33,80,93,33,15,20,35,19,15,15,20,75,74,67,12,13,51,10,10,10,10,10
Browns,Anthony,Armstrong,WR,86,68,93,93,52,89,68,72,62,25,16,16,49,35,25,93,60,90,87,78,37,84,74,35,85,88,49,10,10,37,30,27,22,20,87,65,66,15,15,56,15,10,10,10,10
Browns,Charles,Johnson,WR,80,65,93,91,56,90,41,77,69,33,25,25,40,21,35,94,58,90,83,72,54,65,74,61,75,74,45,10,10,49,35,15,45,52,78,69,56,25,35,82,15,10,5,5,10
Browns,Conner,Vernon,WR,89,64,83,87,44,90,49,83,70,35,19,22,32,34,28,82,65,93,95,81,56,72,76,41,75,73,42,10,10,35,39,19,15,25,69,87,72,15,15,48,15,10,5,5,10
Buccaneers,Evan,Dietrich-Smith,C,62,82,56,67,87,59,80,40,40,30,21,20,85,88,30,59,10,88,76,75,20,12,15,30,10,14,79,10,10,20,29,15,12,15,35,35,30,20,10,15,5,5,5,5,5
Buccaneers,Alterraun,Verner,CB,21,87,88,92,49,94,87,79,60,35,20,20,45,45,68,88,52,91,96,65,25,75,60,20,65,80,45,45,58,46,74,86,89,88,75,60,30,42,68,30,5,5,5,5,5
Buccaneers,Mike,Jenkins,CB,24,77,92,88,60,87,75,63,68,35,25,25,45,45,51,95,65,92,93,82,35,45,70,25,70,80,45,32,25,59,67,66,82,76,40,40,40,44,87,30,5,5,5,5,5
Buccaneers,Johnthan,Banks,CB,27,75,86,88,46,91,63,77,65,32,19,15,45,45,63,84,76,97,93,75,33,76,73,38,80,82,45,42,64,51,69,74,80,83,79,69,15,63,87,25,15,10,10,5,10
Buccaneers,D.J.,Moore,CB,30,74,87,91,47,93,70,78,62,5,5,5,45,45,45,91,75,94,95,84,10,64,87,15,80,93,45,30,35,47,63,78,75,84,78,74,35,30,62,34,5,5,5,5,5
Buccaneers,Leonard,Johnson,CB,29,73,87,86,54,90,71,67,62,62,19,18,45,45,58,86,65,95,91,85,15,65,64,15,66,72,45,28,35,31,69,71,73,81,25,30,15,39,81,15,58,55,45,22,50
Buccaneers,Danny,Gorrer,CB,36,67,89,92,45,87,69,44,50,32,15,15,45,45,49,84,35,88,84,65,22,65,35,22,75,71,45,24,32,47,64,64,76,67,26,25,22,30,38,12,5,5,5,5,5
Buccaneers,Quinton,Pointer,CB,26,67,91,93,49,90,47,64,71,22,14,16,45,45,59,91,70,76,90,65,55,77,72,44,76,81,45,35,44,46,67,65,77,73,65,54,35,49,55,20,5,5,5,5,5
Buccaneers,Deveron,Carr,CB,33,64,94,88,49,91,46,59,64,36,25,21,45,45,45,85,70,91,88,70,33,70,65,39,72,74,45,33,40,40,65,56,77,73,51,45,40,68,57,40,5,5,5,5,5
Buccaneers,Rashaan,Melvin,CB,28,63,92,86,50,89,48,55,49,17,18,22,45,45,50,91,54,87,90,69,10,50,45,20,65,71,45,25,35,46,67,53,72,79,50,45,20,61,63,15,5,5,5,5,5
Buccaneers,Gerald,McCoy,DT,93,95,72,93,90,75,79,32,40,15,12,11,45,45,91,82,10,78,90,79,35,17,35,10,10,10,45,97,77,89,95,84,24,32,12,10,10,85,10,12,5,5,5,5,5
Buccaneers,Clinton,McDonald,DT,98,77,66,78,83,65,76,32,22,36,20,20,45,45,84,64,10,86,78,87,22,24,20,25,25,20,45,82,59,77,80,67,22,32,15,26,15,66,24,25,5,5,5,5,5
Buccaneers,Akeem,Spence,DT,97,71,64,76,93,65,52,35,42,36,20,20,45,45,82,79,10,95,69,84,22,15,20,28,25,20,45,63,74,84,81,50,20,30,15,25,15,90,25,25,5,5,5,5,5
Buccaneers,Everett,Dawkins,DT,74,67,69,85,78,68,50,42,45,19,25,21,45,45,74,78,10,85,69,82,40,15,28,35,30,25,45,80,68,74,73,60,15,25,15,15,15,73,10,25,5,5,5,5,5
Buccaneers,Matthew,Masifilo,DT,65,63,62,74,93,54,63,35,40,36,14,15,45,45,67,72,10,92,74,84,29,11,15,10,15,10,45,74,42,72,64,49,15,25,20,15,15,66,24,25,5,5,5,5,5
Buccaneers,Lonnie,Pryor,FB,45,76,80,81,66,83,65,73,79,35,21,22,68,70,44,80,35,95,93,88,84,58,85,73,74,82,66,10,10,34,42,22,15,16,65,70,66,25,10,70,35,30,20,15,15
Buccaneers,Jorvorskie,Lane,FB,46,73,71,74,83,68,64,60,77,25,25,24,69,60,50,56,20,90,72,87,86,45,75,86,66,55,75,10,10,45,22,13,13,15,33,35,43,55,10,54,20,15,10,10,10
Buccaneers,Dashon,Goldson,FS,38,81,87,89,66,84,75,76,70,30,20,15,45,45,68,90,45,92,94,86,30,45,55,15,70,80,45,22,35,63,76,74,67,79,67,55,20,96,56,15,15,10,10,15,15
Buccaneers,Kelcie,McCray,FS,35,69,86,87,53,92,65,60,66,24,11,15,45,45,65,82,37,90,87,65,40,66,58,35,62,66,45,44,47,58,77,48,74,72,44,45,33,52,66,20,15,10,10,15,15
Buccaneers,Bradley,McDougald,FS,49,64,85,89,64,88,53,74,67,27,28,24,45,45,65,83,65,89,90,75,39,65,74,45,72,74,45,45,50,61,62,47,70,72,73,65,49,59,72,15,5,5,5,5,5
Buccaneers,Doug,Martin,HB,22,89,91,95,81,92,75,74,94,39,35,33,49,47,54,88,75,96,97,93,76,90,93,88,93,87,57,25,30,49,62,37,35,45,65,70,65,70,20,52,35,30,15,10,10
Buccaneers,Mike,James,HB,25,75,87,88,78,88,65,74,86,39,25,21,65,66,48,86,65,85,87,76,81,65,84,76,77,78,64,20,20,50,66,25,20,35,55,72,62,20,10,61,35,30,20,15,15
Buccaneers,Bobby,Rainey,HB,43,73,87,93,69,90,64,71,81,22,11,10,45,45,25,87,62,93,92,85,58,82,83,76,75,83,40,10,10,24,40,25,13,13,49,65,61,20,20,65,35,30,20,15,15
Buccaneers,Charles,Sims,HB,34,70,89,90,67,81,50,82,79,33,10,9,45,60,32,88,60,84,92,85,67,77,82,64,85,86,43,10,10,22,40,17,10,31,75,77,70,12,20,75,35,30,20,15,15
Buccaneers,Jeff,Demps,HB,32,63,98,98,37,95,36,73,67,35,18,15,35,37,25,93,77,69,84,87,55,84,65,42,82,94,25,15,25,25,25,20,15,25,74,60,63,15,15,40,35,30,20,15,15
Buccaneers,Connor,Barth,K,10,83,60,59,40,55,74,23,40,40,93,91,16,17,29,25,10,86,75,70,10,15,10,10,10,10,16,10,10,29,32,24,11,17,15,15,15,12,10,15,15,15,15,15,15
Buccaneers,Da'Quan,Bowers,LE,91,70,76,82,83,76,65,45,51,25,16,11,45,45,73,76,10,68,74,78,25,35,50,65,61,60,45,81,53,67,76,67,40,35,35,32,25,87,38,58,5,5,5,5,5
Buccaneers,William,Gholston,LE,92,70,71,82,77,74,55,45,46,35,30,30,45,45,81,76,10,87,75,77,54,24,38,52,45,35,45,84,63,74,85,48,24,54,15,10,10,87,50,20,5,5,5,5,5
Buccaneers,Carl,Nicks,LG,77,93,63,78,96,63,86,40,40,30,25,25,91,88,30,50,10,78,83,84,20,12,10,30,10,10,82,10,10,20,28,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Buccaneers,Kadeem,Edwards,LG,71,66,63,75,86,56,47,52,50,35,25,21,82,76,42,76,11,93,79,75,25,11,10,10,10,10,69,10,10,40,39,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Buccaneers,Jonathan,Casillas,LOLB,52,75,87,86,63,84,75,53,65,25,20,20,45,45,76,82,15,77,86,65,30,70,25,45,30,40,45,53,72,67,86,77,71,81,42,29,15,74,64,15,5,5,5,5,5
Buccaneers,Ka'Lial,Glaud,LOLB,58,61,80,83,75,79,57,60,63,25,20,20,45,45,75,85,10,90,84,72,45,49,46,45,55,45,45,44,60,61,74,60,62,72,35,25,15,75,64,25,5,5,5,5,5
Buccaneers,Anthony,Collins,LT,73,84,57,72,90,61,80,45,45,30,25,25,80,94,30,50,10,93,79,87,20,12,10,30,10,10,82,10,10,20,25,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Buccaneers,Oniel,Cousins,LT,75,67,63,75,87,61,74,45,45,30,25,25,78,75,30,50,10,93,74,82,20,12,10,30,10,10,76,10,10,20,27,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Buccaneers,Mason,Foster,MLB,59,75,77,85,69,80,78,65,50,25,20,20,45,45,85,67,10,87,91,87,45,27,25,35,15,30,45,72,65,68,90,78,67,76,33,35,15,77,45,12,5,5,5,5,5
Buccaneers,Dane,Fletcher,MLB,50,74,79,84,67,76,77,52,41,12,12,19,45,45,83,70,15,92,85,85,39,25,44,40,35,39,45,73,65,71,85,80,68,78,12,10,10,72,10,12,5,5,5,5,5
Buccaneers,Danny,Lansanah,MLB,51,64,75,78,73,75,68,50,65,35,25,25,45,45,77,85,35,90,88,86,55,24,30,65,35,45,45,74,82,78,86,50,45,60,20,20,20,80,50,20,5,5,5,5,5
Buccaneers,Michael,Koenen,P,9,78,57,54,35,48,87,25,40,45,88,83,16,19,14,28,10,85,85,60,10,15,10,10,10,10,16,10,10,14,18,24,10,30,15,15,15,12,10,15,30,30,25,20,20
Buccaneers,Josh,McCown,QB,12,83,76,78,59,75,76,60,51,84,17,25,14,14,20,50,10,75,90,72,25,27,63,34,64,64,14,10,10,20,35,29,21,21,40,52,58,12,10,40,85,85,79,85,79
Buccaneers,Mike,Glennon,QB,8,79,56,64,58,53,68,25,61,95,22,21,25,20,30,65,10,96,90,73,34,20,42,45,30,32,21,10,10,23,21,18,10,16,12,10,10,15,10,12,79,77,86,87,75
Buccaneers,Mike,Kafka,QB,3,71,63,68,55,64,66,25,59,84,18,26,18,22,11,55,10,90,88,88,20,20,32,15,25,35,18,10,10,11,24,21,15,21,15,15,15,12,10,15,83,73,64,73,75
Buccaneers,Alex,Tanney,QB,4,65,70,76,59,73,49,35,65,86,22,15,21,19,23,78,10,88,86,82,20,49,61,30,57,52,21,10,10,23,25,32,10,31,15,15,15,12,10,15,82,76,65,55,75
Buccaneers,Michael,Johnson,RE,90,91,84,92,73,83,81,45,40,20,25,15,45,45,91,87,10,88,84,70,25,50,10,45,55,50,45,69,91,79,87,76,50,68,25,15,15,70,30,15,5,5,5,5,5
Buccaneers,Adrian,Clayborn,RE,94,76,76,77,87,72,71,30,40,16,15,25,45,45,79,67,10,87,77,85,10,35,10,10,10,10,45,81,62,81,73,72,25,34,15,15,15,93,20,15,5,5,5,5,5
Buccaneers,Steven,Means,RE,96,68,81,84,69,74,50,43,45,20,25,15,45,45,75,90,10,93,66,69,45,40,35,45,35,44,45,82,66,83,69,50,45,57,25,15,15,85,30,15,5,5,5,5,5
Buccaneers,Scott,Solomon,RE,60,67,71,82,87,67,62,35,40,15,19,19,45,45,67,86,10,83,71,74,25,19,26,39,40,35,45,82,61,78,73,55,50,63,25,35,15,74,42,15,5,5,5,5,5
Buccaneers,Jamon,Meredith,RG,79,71,60,80,87,63,65,40,40,11,20,20,78,74,30,58,10,90,72,76,10,15,10,10,10,10,75,10,10,30,29,30,7,15,15,15,15,20,10,15,5,5,5,5,5
Buccaneers,Patrick,Omameh,RG,66,68,56,73,82,60,62,32,40,12,11,15,81,73,40,65,10,92,82,80,33,20,10,10,10,10,78,30,30,41,35,15,12,14,15,15,15,20,10,15,5,5,5,5,5
Buccaneers,Lavonte,David,ROLB,54,93,88,90,66,88,89,66,60,15,14,12,45,45,98,88,10,97,97,89,26,25,35,39,25,35,45,67,73,75,98,96,75,88,15,15,15,81,55,25,5,5,5,5,5
Buccaneers,Demar,Dotson,RT,69,85,49,64,87,52,80,25,35,22,15,15,86,91,55,50,10,92,83,80,10,19,10,10,10,10,87,60,40,50,35,30,10,12,12,10,10,39,10,12,5,5,5,5,5
Buccaneers,Kevin,Pamphile,RT,70,66,71,82,82,66,50,25,35,22,21,20,74,81,50,78,10,93,75,75,19,11,15,15,10,10,75,50,35,39,35,19,10,15,12,15,10,44,10,12,5,5,5,5,5
Buccaneers,Mark,Barron,SS,23,82,85,87,72,83,68,68,64,35,20,15,45,45,75,85,35,81,94,88,55,35,72,52,55,60,56,65,44,67,85,66,65,78,75,65,25,94,66,20,15,10,10,15,15
Buccaneers,Major,Wright,SS,31,78,85,87,63,84,73,71,66,20,25,15,45,45,66,84,55,95,92,91,10,54,25,25,65,66,45,45,62,62,73,65,63,78,45,45,15,90,62,12,15,10,10,15,15
Buccaneers,Keith,Tandy,SS,37,70,85,87,52,90,61,62,59,35,20,20,45,45,66,86,42,93,90,86,25,66,55,20,65,72,45,48,52,50,64,65,70,79,45,30,30,70,73,33,5,5,5,5,5
Buccaneers,Brandon,Myers,TE,82,77,74,77,65,74,80,82,76,40,23,22,54,51,52,75,10,87,82,82,70,55,56,68,74,66,54,10,10,52,60,33,17,31,79,94,79,35,25,77,20,15,15,10,10
Buccaneers,Austin,Seferian-Jenkins,TE,87,75,78,81,72,77,44,85,72,35,25,15,70,68,45,87,10,83,82,74,71,58,72,68,66,68,72,10,10,40,42,17,15,17,83,78,66,12,10,88,19,18,17,15,20
Buccaneers,Luke,Stocker,TE,88,75,74,76,75,76,72,70,73,42,14,22,73,58,45,80,10,83,95,90,76,44,75,72,65,64,72,20,30,50,45,22,11,27,65,76,62,25,25,80,15,10,5,5,10
Buccaneers,Tim,Wright,TE,81,74,82,87,67,85,64,81,72,45,33,32,62,55,44,88,25,89,82,70,72,64,77,65,70,76,63,20,20,45,44,13,12,15,82,68,64,45,25,65,40,35,33,35,44
Buccaneers,Jeremy,Cain,TE,44,46,73,79,72,73,79,62,64,35,22,36,68,57,65,69,10,84,75,87,10,36,17,10,10,20,55,50,55,70,75,45,40,45,32,43,35,55,30,12,11,11,11,11,11
Buccaneers,Vincent,Jackson,WR,83,92,90,85,80,86,91,95,86,19,19,19,40,45,40,95,50,88,90,88,77,48,79,78,72,77,68,10,10,45,45,18,12,30,95,96,92,22,10,98,15,10,5,5,10
Buccaneers,Mike,Evans,WR,13,78,88,90,69,86,54,89,71,35,25,24,60,45,39,93,50,96,92,88,74,72,82,76,78,82,58,10,10,35,25,15,20,15,90,89,69,15,20,93,25,20,15,10,15
Buccaneers,Louis,Murphy Jr.,WR,11,74,93,92,57,88,78,76,72,23,24,21,52,29,28,93,65,78,91,88,46,90,82,45,85,88,55,10,10,40,39,26,18,13,81,71,70,15,15,62,15,10,5,5,10
Buccaneers,Lavelle,Hawkins,WR,15,72,92,94,45,92,71,76,67,35,30,30,49,30,25,90,61,90,74,72,44,85,85,40,90,95,35,10,10,52,30,20,12,35,75,67,76,12,15,58,15,10,5,5,10
Buccaneers,Robert,Herron,WR,14,68,96,90,61,92,48,79,67,24,21,21,47,35,25,86,39,85,89,83,35,74,72,40,75,76,45,10,10,35,35,22,12,15,68,82,62,15,15,77,15,10,5,5,10
Buccaneers,Russell,Shepard,WR,89,68,90,91,44,90,49,79,70,68,25,24,58,45,35,91,68,93,87,73,60,72,78,54,77,87,56,10,10,43,59,25,18,26,67,81,63,15,15,76,54,55,52,40,50
Buccaneers,Eric,Page,WR,17,66,87,93,43,89,65,82,51,63,20,22,49,25,22,80,74,95,94,80,60,76,81,43,90,74,39,10,10,36,35,26,15,26,80,75,68,12,10,42,60,46,39,28,66
Buccaneers,Tommy,Streeter,WR,85,63,93,82,59,87,51,72,74,35,17,15,40,40,35,85,46,84,88,86,62,59,60,65,70,72,45,10,10,49,60,19,11,16,82,77,57,12,10,73,30,25,20,10,20
Buccaneers,Chris,Owusu,WR,80,62,96,92,68,83,49,75,76,32,15,15,38,42,35,95,77,75,88,85,62,55,74,73,70,66,42,10,10,45,35,17,10,22,59,76,45,25,25,69,15,10,5,5,10
Buccaneers,Skye,Dawson,WR,18,61,93,92,42,90,55,73,68,24,21,18,44,25,32,88,78,90,87,60,27,85,79,29,82,87,32,10,10,35,42,24,12,17,74,65,61,15,15,40,15,10,5,5,10
Cardinals,Lyle,Sendlein,C,63,81,57,67,81,56,87,30,40,25,20,20,80,87,30,30,10,96,88,85,10,12,10,10,10,10,84,10,10,15,35,15,12,15,12,10,10,20,10,12,5,5,5,5,5
Cardinals,Ted,Larsen,C,62,74,57,81,78,65,73,25,30,30,22,21,78,84,37,54,10,92,83,85,20,15,10,10,10,10,79,20,15,40,29,20,13,15,12,10,10,20,10,12,5,5,5,5,5
Cardinals,Philip,Blake,C,64,68,65,66,86,63,52,21,40,23,14,10,79,83,35,79,10,91,85,82,21,10,10,10,10,10,78,10,10,29,32,13,12,15,15,15,15,20,10,15,5,5,5,5,5
Cardinals,John,Estes,C,65,66,53,66,78,56,65,15,40,17,31,18,80,76,20,52,10,97,84,90,10,15,10,10,10,10,74,10,10,20,32,29,20,27,15,15,15,20,10,15,5,5,5,5,5
Cardinals,Patrick,Peterson,CB,21,93,98,97,67,97,83,82,67,70,28,21,45,45,60,96,97,97,97,82,55,94,95,65,88,94,45,52,63,38,74,80,94,90,84,65,40,72,93,54,60,37,32,10,35
Cardinals,Antonio,Cromartie,CB,31,87,96,94,65,97,84,80,75,30,10,15,45,45,57,98,65,87,91,72,56,89,94,49,85,94,45,54,63,53,66,74,88,83,85,55,46,45,79,54,5,5,5,5,5
Cardinals,Jerraud,Powers,CB,25,80,88,86,57,88,82,67,45,17,18,22,45,45,52,87,45,90,94,55,10,50,45,20,65,65,45,19,20,39,69,81,81,88,62,45,20,50,74,15,5,5,5,5,5
Cardinals,Justin,Bethel,CB,28,71,88,95,64,93,62,55,68,36,26,26,45,45,64,97,40,93,92,70,36,65,55,42,68,70,45,44,47,45,77,61,70,76,44,35,32,65,71,40,5,5,5,5,5
Cardinals,Bryan,McCann,CB,23,66,96,97,44,90,61,62,60,32,19,18,45,45,52,96,79,89,88,49,27,61,65,32,75,77,45,20,24,45,48,40,74,69,15,25,15,30,45,12,5,5,5,5,5
Cardinals,Jimmy,Legree,CB,46,63,82,86,50,88,49,62,59,18,12,12,45,45,56,86,45,91,88,75,30,65,61,35,64,72,45,35,49,42,75,60,72,78,54,55,25,60,72,12,5,5,5,5,5
Cardinals,Brandon,Sermons,CB,43,63,91,87,52,86,48,60,59,18,12,12,45,45,55,83,45,92,86,64,25,60,60,25,65,70,45,33,42,31,65,55,75,70,40,45,25,55,69,12,5,5,5,5,5
Cardinals,Dan,Williams,DT,92,83,60,73,95,59,83,40,40,10,8,6,45,45,92,62,10,93,75,88,20,10,10,10,10,10,45,82,39,91,85,82,14,15,15,15,15,80,10,15,5,5,5,5,5
Cardinals,Alameda,Ta'amu,DT,66,72,58,72,92,61,67,35,40,14,16,21,45,45,86,71,5,86,69,85,29,12,10,25,10,10,45,73,40,85,79,75,10,15,12,10,10,72,10,12,7,7,7,7,7
